메뉴 이름,방법 분류,국가 분류,테마 분류,주재료 이름,features
머랭쿠키,빵 과자,서양,간식,계란흰자 2개,머랭쿠키 빵 과자 서양 간식 계란흰자 2개
메뉴판생크림케이크,빵 과자,서양,간식,밀가루(박력분) 200g,메뉴판생크림케이크 빵 과자 서양 간식 밀가루(박력분) 200g
모닝빵,빵 과자,서양,간식,밀가루(강력분) 250g 설탕 37g 분유 8g 소금 4g 계란 1과1/2개 우유 60g 물 60g 생이스트 8g 버터 30g,모닝빵 빵 과자 서양 간식 밀가루(강력분) 250g 설탕 37g 분유 8g 소금 4g 계란 1과1/2개 우유 60g 물 60g 생이스트 8g 버터 30g
모카케이크,빵 과자,서양,간식,밀가루 100g 설탕 150g 계란 4개 버터 220g 바닐라에센스 약간 물 40g 커피에센스 3g 계란노른자 2개,모카케이크 빵 과자 서양 간식 밀가루 100g 설탕 150g 계란 4개 버터 220g 바닐라에센스 약간 물 40g 커피에센스 3g 계란노른자 2개
미니고구마케이크,빵 과자,서양,간식,카스텔라 250g 고구마 800g,미니고구마케이크 빵 과자 서양 간식 카스텔라 250g 고구마 800g
미니초콜릿케이크,빵 과자,서양,간식,박력분(박력분) 200g 버터 150g 코코아가루 20g,미니초콜릿케이크 빵 과자 서양 간식 박력분(박력분) 200g 버터 150g 코코아가루 20g
바나나초코카스텔라롤,빵 과자,서양,간식,바나나 1개 초콜릿 50g 카스텔라 120g,바나나초코카스텔라롤 빵 과자 서양 간식 바나나 1개 초콜릿 50g 카스텔라 120g
바나나컵케이크,빵 과자,서양,간식,버터 90g 계란 1개 바나나 4개 박력분 80g,바나나컵케이크 빵 과자 서양 간식 버터 90g 계란 1개 바나나 4개 박력분 80g
밤식빵,빵 과자,서양,간식,밀가루(강력분) 240g 밀가루(중력분) 15g 버터 60g 밤통조림 30g 밀가루(중력분 토핑) 15g,밤식빵 빵 과자 서양 간식 밀가루(강력분) 240g 밀가루(중력분) 15g 버터 60g 밤통조림 30g 밀가루(중력분 토핑) 15g
버터링쿠키,빵 과자,서양,간식,밀가루(박력분) 200g 버터 150g 설탕 80g,버터링쿠키 빵 과자 서양 간식 밀가루(박력분) 200g 버터 150g 설탕 80g
베이비슈크림,빵 과자,서양,간식,밀가루(박력분) 150g 버터 100g 계란 6개 우유 125g 물 125g 설탕 7g 소금 3g,베이비슈크림 빵 과자 서양 간식 밀가루(박력분) 150g 버터 100g 계란 6개 우유 125g 물 125g 설탕 7g 소금 3g
브라우니치즈케이크,빵 과자,서양,간식,[브라우니 재료] 다크초콜릿 50g,브라우니치즈케이크 빵 과자 서양 간식 [브라우니 재료] 다크초콜릿 50g
블루베리케이크,빵 과자,서양,간식,박력분 90g,블루베리케이크 빵 과자 서양 간식 박력분 90g
쁘띠파운드케이크,빵 과자,서양,간식,밀가루(박력분) 140g 베이킹파우더 1작은술 버터 150g 설탕 120g 계란 3개 바닐라향 약간,쁘띠파운드케이크 빵 과자 서양 간식 밀가루(박력분) 140g 베이킹파우더 1작은술 버터 150g 설탕 120g 계란 3개 바닐라향 약간
사과케이크,빵 과자,서양,간식,밀가루 250g 사과(홍옥) 5개,사과케이크 빵 과자 서양 간식 밀가루 250g 사과(홍옥) 5개
사과타르트풍핫케이크,빵 과자,서양,간식,사과 1개 핫케이크가루 200g,사과타르트풍핫케이크 빵 과자 서양 간식 사과 1개 핫케이크가루 200g
쉬퐁케이크,빵 과자,서양,간식,중력분 150g,쉬퐁케이크 빵 과자 서양 간식 중력분 150g
식빵,빵 과자,서양,간식,강력분 300g 드라이이스트 6g,식빵 빵 과자 서양 간식 강력분 300g 드라이이스트 6g
아마렛띠,빵 과자,서양,간식,아몬드(갈은것) 88g 호두(갈은것) 29g,아마렛띠 빵 과자 서양 간식 아몬드(갈은것) 88g 호두(갈은것) 29g
아이스크림와플,빵 과자,서양,간식,밀가루(박력분) 120g 우유 100g 시판용아이스크림 2~3스쿱 바나나(썰은 것) 1개,아이스크림와플 빵 과자 서양 간식 밀가루(박력분) 120g 우유 100g 시판용아이스크림 2~3스쿱 바나나(썰은 것) 1개
아이싱쿠키,빵 과자,서양,간식,박력분 405g 아몬드분말 80g,아이싱쿠키 빵 과자 서양 간식 박력분 405g 아몬드분말 80g
애플크레이프,빵 과자,서양,간식,사과 2개,애플크레이프 빵 과자 서양 간식 사과 2개
오렌지건포도빵,빵 과자,서양,간식,강력분 300g 드라이이스트 6g 설탕 30g,오렌지건포도빵 빵 과자 서양 간식 강력분 300g 드라이이스트 6g 설탕 30g
오렌지아몬드트일,빵 과자,서양,간식,밀가루(박력분) 100g 아몬드슬라이스(슬라이스한것) 180g 오렌지시럽 1큰술,오렌지아몬드트일 빵 과자 서양 간식 밀가루(박력분) 100g 아몬드슬라이스(슬라이스한것) 180g 오렌지시럽 1큰술
오렌지크레이프,빵 과자,서양,간식,밀가루(박력분) 100g,오렌지크레이프 빵 과자 서양 간식 밀가루(박력분) 100g
전기밥솥케이크,빵 과자,서양,간식,계란 4개 밀가루(박력분) 3/4컵 설탕 1/2컵,전기밥솥케이크 빵 과자 서양 간식 계란 4개 밀가루(박력분) 3/4컵 설탕 1/2컵
초코버터쿠키,빵 과자,서양,간식,밀가루 200g,초코버터쿠키 빵 과자 서양 간식 밀가루 200g
초코칩쿠키,빵 과자,서양,간식,밀가루(박력분) 180g 버터 80g 초콜릿 80g,초코칩쿠키 빵 과자 서양 간식 밀가루(박력분) 180g 버터 80g 초콜릿 80g
초코칩쿠키,빵 과자,서양,간식,박력분 180g 초콜릿 80g,초코칩쿠키 빵 과자 서양 간식 박력분 180g 초콜릿 80g
초코크리스피,빵 과자,서양,간식,씨리얼 120g 초콜릿 150g,초코크리스피 빵 과자 서양 간식 씨리얼 120g 초콜릿 150g
초콜릿무스,빵 과자,서양,간식,초콜릿 100g 생크림 150cc,초콜릿무스 빵 과자 서양 간식 초콜릿 100g 생크림 150cc
초콜릿케이크,빵 과자,서양,간식,밀가루 35g 코코아 15g 초콜릿 150g,초콜릿케이크 빵 과자 서양 간식 밀가루 35g 코코아 15g 초콜릿 150g
초콜릿케이크,빵 과자,서양,간식,코코아 160g 밀가루 80g,초콜릿케이크 빵 과자 서양 간식 코코아 160g 밀가루 80g
쵸코생크림케이크,빵 과자,서양,간식,박력분 125g 쵸코렛 75g,쵸코생크림케이크 빵 과자 서양 간식 박력분 125g 쵸코렛 75g
치즈케이크,빵 과자,서양,간식,크림치즈 250g 박력분 60g,치즈케이크 빵 과자 서양 간식 크림치즈 250g 박력분 60g
카스테라,빵 과자,서양,간식,박력분 192g 계란 6개,카스테라 빵 과자 서양 간식 박력분 192g 계란 6개
커스터드푸딩,빵 과자,서양,간식,계란 3개 설탕 90g 우유 2컵,커스터드푸딩 빵 과자 서양 간식 계란 3개 설탕 90g 우유 2컵
커피머핀,빵 과자,서양,간식,박력분 400g 커피 5g,커피머핀 빵 과자 서양 간식 박력분 400g 커피 5g
쿠키카드,빵 과자,서양,간식,박력분 300g,쿠키카드 빵 과자 서양 간식 박력분 300g
크리스마스케이크,빵 과자,서양,간식,밀가루(박력분) 500g 계란 900g 생크림 적당량,크리스마스케이크 빵 과자 서양 간식 밀가루(박력분) 500g 계란 900g 생크림 적당량
크림치즈팬케이크,빵 과자,서양,간식,밀가루 75g 크림치즈 150g,크림치즈팬케이크 빵 과자 서양 간식 밀가루 75g 크림치즈 150g
클래식 쇼콜라,빵 과자,서양,간식,다크초콜릿 80g 생크림 68g 강력분 12g 박력분 12g 코코아 48g,클래식 쇼콜라 빵 과자 서양 간식 다크초콜릿 80g 생크림 68g 강력분 12g 박력분 12g 코코아 48g
키세스초코땅콩쿠키,빵 과자,서양,간식,다진아몬드(혹은 땅콩) 40g 키세스초콜릿 20개,키세스초코땅콩쿠키 빵 과자 서양 간식 다진아몬드(혹은 땅콩) 40g 키세스초콜릿 20개
팥앙금빵,빵 과자,서양,간식,강력분 250g 팥앙금 300g 삶은밤 2톨,팥앙금빵 빵 과자 서양 간식 강력분 250g 팥앙금 300g 삶은밤 2톨
프라이팬넛트쿠키,빵 과자,서양,간식,박력분 200g 땅콩 1큰술 호두 1알 분설탕 적당량,프라이팬넛트쿠키 빵 과자 서양 간식 박력분 200g 땅콩 1큰술 호두 1알 분설탕 적당량
프럼케이크,빵 과자,서양,간식,밀가루 1컵 설탕에절인과일(설탕에절인것) 50g 브랜디 1과1/2큰술,프럼케이크 빵 과자 서양 간식 밀가루 1컵 설탕에절인과일(설탕에절인것) 50g 브랜디 1과1/2큰술
요구르트젤리,음료,서양,간식,우유 200g 플레인요구르트 100g,요구르트젤리 음료 서양 간식 우유 200g 플레인요구르트 100g
카푸치노,음료,서양,간식,카페에스프레소 2샷 우유 2와1/2컵,카푸치노 음료 서양 간식 카페에스프레소 2샷 우유 2와1/2컵
게살소스스파게티,만두 면류,서양,메인요리,스파게티 70g 게살소스 150ml,게살소스스파게티 만두 면류 서양 메인요리 스파게티 70g 게살소스 150ml
매운토마토소스펜네,만두 면류,서양,메인요리,펜네 400g 토마토 1개,매운토마토소스펜네 만두 면류 서양 메인요리 펜네 400g 토마토 1개
빕앤터커파스타,만두 면류,서양,메인요리,스파게티 50g,빕앤터커파스타 만두 면류 서양 메인요리 스파게티 50g
뽀모도로 토마토파스타,만두 면류,서양,메인요리,토마토홀 450g 스파게티 80g,뽀모도로 토마토파스타 만두 면류 서양 메인요리 토마토홀 450g 스파게티 80g
시칠리아식 파스타,만두 면류,서양,메인요리,가지 3개,시칠리아식 파스타 만두 면류 서양 메인요리 가지 3개
정통 나폴리 까르보나라,만두 면류,서양,메인요리,페델리니 60g 베이컨 20g,정통 나폴리 까르보나라 만두 면류 서양 메인요리 페델리니 60g 베이컨 20g
감자양파그라탕,그라탕 리조또,서양,메인요리,감자 2개 양파 1개 베이컨 4장,감자양파그라탕 그라탕 리조또 서양 메인요리 감자 2개 양파 1개 베이컨 4장
닭고기콘그라탕,그라탕 리조또,서양,메인요리,닭고기(가슴살) 200g,닭고기콘그라탕 그라탕 리조또 서양 메인요리 닭고기(가슴살) 200g
브로콜리치즈구이,그라탕 리조또,서양,반찬,브로콜리 200g 새우(중간것) 150g 치즈 100g,브로콜리치즈구이 그라탕 리조또 서양 반찬 브로콜리 200g 새우(중간것) 150g 치즈 100g
송편라비올리그라탕,그라탕 리조또,서양,메인요리,송편 10개,송편라비올리그라탕 그라탕 리조또 서양 메인요리 송편 10개
감자햄버거,샌드위치 햄버거,서양,간식,감자 4개 쇠고기(안심) 200g 레몬즙 약간,감자햄버거 샌드위치 햄버거 서양 간식 감자 4개 쇠고기(안심) 200g 레몬즙 약간
레이즌랩샌드위치,샌드위치 햄버거,서양,간식,닭가슴살 2개,레이즌랩샌드위치 샌드위치 햄버거 서양 간식 닭가슴살 2개
미니햄버거,샌드위치 햄버거,서양,간식,모닝빵 8개 쇠고기(우둔) 100g 돼지고기(안심) 50g 양파 1/8개 샐러리 1/8대 계란노른자 1/2개 빵가루 1큰술 밀가루 1큰술 소금 약간,미니햄버거 샌드위치 햄버거 서양 간식 모닝빵 8개 쇠고기(우둔) 100g 돼지고기(안심) 50g 양파 1/8개 샐러리 1/8대 계란노른자 1/2개 빵가루 1큰술 밀가루 1큰술 소금 약간
바게트샌드위치,샌드위치 햄버거,서양,간식,바게트 1통,바게트샌드위치 샌드위치 햄버거 서양 간식 바게트 1통
치킨랩샌드위치,샌드위치 햄버거,서양,간식,밀가루(강력분) 100g 우유 230ml 닭고기(안심) 250g,치킨랩샌드위치 샌드위치 햄버거 서양 간식 밀가루(강력분) 100g 우유 230ml 닭고기(안심) 250g
크로아상샌드위치,샌드위치 햄버거,서양,간식,미니크로아상 4개,크로아상샌드위치 샌드위치 햄버거 서양 간식 미니크로아상 4개
타코샌드위치,샌드위치 햄버거,서양,간식,밀가루(중력분) 1컵 토마토 1개 베이컨 4장 양상추 10장,타코샌드위치 샌드위치 햄버거 서양 간식 밀가루(중력분) 1컵 토마토 1개 베이컨 4장 양상추 10장
프랜치토스트샌드위치,샌드위치 햄버거,서양,간식,식빵 4쪽 햄 2장 치즈 2장,프랜치토스트샌드위치 샌드위치 햄버거 서양 간식 식빵 4쪽 햄 2장 치즈 2장
핫샌드위치,샌드위치 햄버거,서양,간식,크로와상 2개 흰살생선 50g,핫샌드위치 샌드위치 햄버거 서양 간식 크로와상 2개 흰살생선 50g
디저트피자,피자,서양,간식,강력분 200g,디저트피자 피자 서양 간식 강력분 200g
미니피자,피자,서양,간식,밀가루(강력분) 150g 이스트 설탕 소금 1작은술씩 우유 2큰술 물(미온수) 1/3컵 버터 25g 식용유 1큰술 올리브 4개,미니피자 피자 서양 간식 밀가루(강력분) 150g 이스트 설탕 소금 1작은술씩 우유 2큰술 물(미온수) 1/3컵 버터 25g 식용유 1큰술 올리브 4개
컴비네이션피자,피자,서양,간식,밀가루(강력분) 1컵 소시지 30g 햄 40g 양송이 3개 피자치즈(피자용) 150g,컴비네이션피자 피자 서양 간식 밀가루(강력분) 1컵 소시지 30g 햄 40g 양송이 3개 피자치즈(피자용) 150g
토스트피자,피자,서양,간식,식빵 4쪽 피자치즈 20g,토스트피자 피자 서양 간식 식빵 4쪽 피자치즈 20g
덴마크식오믈렛,볶음,서양,메인요리,계란 2개 우유 1/4컵,덴마크식오믈렛 볶음 서양 메인요리 계란 2개 우유 1/4컵
두부오믈렛,볶음,서양,메인요리,계란 2개 두부 1/3모 우유 2작은술,두부오믈렛 볶음 서양 메인요리 계란 2개 두부 1/3모 우유 2작은술
바비큐폭찹,볶음,서양,메인요리,돼지고기(등심) 300g,바비큐폭찹 볶음 서양 메인요리 돼지고기(등심) 300g
비프스트로가노프,볶음,서양,메인요리,쇠고기(안심) 300g 밥 1공기,비프스트로가노프 볶음 서양 메인요리 쇠고기(안심) 300g 밥 1공기
아스파라거스새우볶음,볶음,서양,메인요리,아스파라거스 100g 새우 200g,아스파라거스새우볶음 볶음 서양 메인요리 아스파라거스 100g 새우 200g
와인소스미트볼,볶음,서양,메인요리,다진쇠고기(우둔) 150g 다진돼지고기(목살) 100g,와인소스미트볼 볶음 서양 메인요리 다진쇠고기(우둔) 150g 다진돼지고기(목살) 100g
퓨전찹스테이크,볶음,서양,메인요리,피망 1개 양송이 80g 양파 1/2개 쇠고기 300g 쇠고기(안심) 300g,퓨전찹스테이크 볶음 서양 메인요리 피망 1개 양송이 80g 양파 1/2개 쇠고기 300g 쇠고기(안심) 300g
계란돈부리,밥 죽 스프,일본,메인요리,밥 4공기 계란 3개,계란돈부리 밥 죽 스프 일본 메인요리 밥 4공기 계란 3개
깻잎마끼,밥 죽 스프,일본,메인요리,밥 2공기 깻잎 10장,깻잎마끼 밥 죽 스프 일본 메인요리 밥 2공기 깻잎 10장
돈부리,밥 죽 스프,일본,메인요리,밥 2공기 쇠고기(등심) 60g,돈부리 밥 죽 스프 일본 메인요리 밥 2공기 쇠고기(등심) 60g
모듬초밥,밥 죽 스프,일본,메인요리,쌀 3컵 참치 150g 오징어 150g 문어 100g 새우 8마리,모듬초밥 밥 죽 스프 일본 메인요리 쌀 3컵 참치 150g 오징어 150g 문어 100g 새우 8마리
무지개초밥,밥 죽 스프,일본,메인요리,참치 30g 초새우 4마리 고등어 50g 연어 50g 김 2장 초밥 200g,무지개초밥 밥 죽 스프 일본 메인요리 참치 30g 초새우 4마리 고등어 50g 연어 50g 김 2장 초밥 200g
문전초밥,밥 죽 스프,일본,메인요리,김 1장 계란 1개 오보로 약간 밥 1그릇,문전초밥 밥 죽 스프 일본 메인요리 김 1장 계란 1개 오보로 약간 밥 1그릇
복주머니초밥,밥 죽 스프,일본,메인요리,초밥 200g 초새우 4마리,복주머니초밥 밥 죽 스프 일본 메인요리 초밥 200g 초새우 4마리
삼색태극말이초밥,밥 죽 스프,일본,메인요리,김 5장 밥 1공기,삼색태극말이초밥 밥 죽 스프 일본 메인요리 김 5장 밥 1공기
새우초밥,밥 죽 스프,일본,메인요리,쌀 3컵 새우(초밥용) 40마리 고추냉이 약간,새우초밥 밥 죽 스프 일본 메인요리 쌀 3컵 새우(초밥용) 40마리 고추냉이 약간
세공초밥,밥 죽 스프,일본,메인요리,김 1장 밥 1그릇,세공초밥 밥 죽 스프 일본 메인요리 김 1장 밥 1그릇
치라시스시,밥 죽 스프,일본,메인요리,참치 50g 광어(광어살) 50g 오징어 50g 도미(도미살) 50g 새우(초밥용) 4마리 문어 50g 밥 2공기,치라시스시 밥 죽 스프 일본 메인요리 참치 50g 광어(광어살) 50g 오징어 50g 도미(도미살) 50g 새우(초밥용) 4마리 문어 50g 밥 2공기
캘리포니아롤,밥 죽 스프,일본,메인요리,김 1장 밥 1그릇,캘리포니아롤 밥 죽 스프 일본 메인요리 김 1장 밥 1그릇
캘리포니아롤,밥 죽 스프,일본,메인요리,김 2장 밥 2공기,캘리포니아롤 밥 죽 스프 일본 메인요리 김 2장 밥 2공기
현미초밥,밥 죽 스프,일본,메인요리,흰쌀 1과1/2컵 현미 1/2컵 다시마 1쪽 표고버섯 4장,현미초밥 밥 죽 스프 일본 메인요리 흰쌀 1과1/2컵 현미 1/2컵 다시마 1쪽 표고버섯 4장
회덮밥,밥 죽 스프,일본,메인요리,생선(흰살) 300g 밥 2공기,회덮밥 밥 죽 스프 일본 메인요리 생선(흰살) 300g 밥 2공기
닭꼬치구이,조림,일본,메인요리,닭고기(안심) 200g,닭꼬치구이 조림 일본 메인요리 닭고기(안심) 200g
돈까스,튀김 커틀릿,일본,메인요리,돼기고기(안심) 400g,돈까스 튀김 커틀릿 일본 메인요리 돼기고기(안심) 400g
게살과 소바 샐러드,나물 생채 샐러드,일본,반찬,메밀국수 50g 게살 20g,게살과 소바 샐러드 나물 생채 샐러드 일본 반찬 메밀국수 50g 게살 20g
생선다대기회,나물 생채 샐러드,일본,메인요리,생선 600g,생선다대기회 나물 생채 샐러드 일본 메인요리 생선 600g
스팀보트,양식,일본,메인요리,쇠고기 약간 닭고기 약간 오징어 약간 새우 약간 조개 약간 팽이버섯 약간 느타리버섯 약간 표고버섯 약간 시금치 약간 배추 약간,스팀보트 양식 일본 메인요리 쇠고기 약간 닭고기 약간 오징어 약간 새우 약간 조개 약간 팽이버섯 약간 느타리버섯 약간 표고버섯 약간 시금치 약간 배추 약간
국수계란말이,만두 면류,일본,메인요리,계란 4개 국수 100g,국수계란말이 만두 면류 일본 메인요리 계란 4개 국수 100g
모밀국수,만두 면류,일본,메인요리,모밀국수 400g,모밀국수 만두 면류 일본 메인요리 모밀국수 400g
새우튀김우동,만두 면류,일본,메인요리,우동사리 250g 새우 6마리 쑥갓 약간,새우튀김우동 만두 면류 일본 메인요리 우동사리 250g 새우 6마리 쑥갓 약간
장어소면,만두 면류,일본,메인요리,소면 100g 장어 50g,장어소면 만두 면류 일본 메인요리 소면 100g 장어 50g
정통일본식우동,만두 면류,일본,메인요리,중력분 500g 가쓰오브시 60g,정통일본식우동 만두 면류 일본 메인요리 중력분 500g 가쓰오브시 60g
스끼야끼,찌개 전골 스튜,일본,메인요리,쇠고기(안심) 200g 배추 100g,스끼야끼 찌개 전골 스튜 일본 메인요리 쇠고기(안심) 200g 배추 100g
어묵냄비,찌개 전골 스튜,일본,반찬,어묵 1봉지 유부 4~5개 무 1/4쪽,어묵냄비 찌개 전골 스튜 일본 반찬 어묵 1봉지 유부 4~5개 무 1/4쪽
오코노미야키,부침,일본,메인요리,밀가루 3컵 다시물 2컵 계란 2개,오코노미야키 부침 일본 메인요리 밀가루 3컵 다시물 2컵 계란 2개
치킨데리야끼,볶음,일본,메인요리,닭(가슴살) 500g,치킨데리야끼 볶음 일본 메인요리 닭(가슴살) 500g
누룽지탕,밥 죽 스프,중국,반찬,누룽지 3조각 표고버섯 2장 죽순 30g 새우 100g,누룽지탕 밥 죽 스프 중국 반찬 누룽지 3조각 표고버섯 2장 죽순 30g 새우 100g
새우볶음밥,밥 죽 스프,중국,메인요리,건포도 30g 칵테일새우 100g 양파 1/2개 찬밥 2공기,새우볶음밥 밥 죽 스프 중국 메인요리 건포도 30g 칵테일새우 100g 양파 1/2개 찬밥 2공기
잡채밥,밥 죽 스프,중국,메인요리,당면 50g 돼지고기 100g 표고버섯 1장 부추 30g,잡채밥 밥 죽 스프 중국 메인요리 당면 50g 돼지고기 100g 표고버섯 1장 부추 30g
잡탕밥,밥 죽 스프,중국,메인요리,해삼 2마리 새우 50g 오징어 1/2마리 홍합 50g,잡탕밥 밥 죽 스프 중국 메인요리 해삼 2마리 새우 50g 오징어 1/2마리 홍합 50g
중국식볶음밥,밥 죽 스프,중국,메인요리,밥 800g 계란 2개 돼지고기(안심) 200g,중국식볶음밥 밥 죽 스프 중국 메인요리 밥 800g 계란 2개 돼지고기(안심) 200g
짬뽕해물탕밥,밥 죽 스프,중국,메인요리,밥 2그릇 돼기고기 150g 오징어 1/2마리 조개살 100g 홍합 200g,짬뽕해물탕밥 밥 죽 스프 중국 메인요리 밥 2그릇 돼기고기 150g 오징어 1/2마리 조개살 100g 홍합 200g
해물별미밥,밥 죽 스프,중국,메인요리,쌀 2컵 갑오징어 1마리 새우 8마리 소라 1개,해물별미밥 밥 죽 스프 중국 메인요리 쌀 2컵 갑오징어 1마리 새우 8마리 소라 1개
짜사이콩나물국,국,중국,메인요리,짜사이 150g 돼지고기 300g 콩나물 50g,짜사이콩나물국 국 중국 메인요리 짜사이 150g 돼지고기 300g 콩나물 50g
오향장육,조림,중국,메인요리,돼지고기(사태) 300g,오향장육 조림 중국 메인요리 돼지고기(사태) 300g
군만두,구이,중국,간식,돼기고기(우둔) 300g 밀가루 2와1/2컵,군만두 구이 중국 간식 돼기고기(우둔) 300g 밀가루 2와1/2컵
깐풍기,튀김 커틀릿,중국,메인요리,닭고기(다리살) 1마리,깐풍기 튀김 커틀릿 중국 메인요리 닭고기(다리살) 1마리
깐풍새우,튀김 커틀릿,중국,메인요리,새우 12마리,깐풍새우 튀김 커틀릿 중국 메인요리 새우 12마리
레몬치킨,튀김 커틀릿,중국,메인요리,닭안심(안심) 300g,레몬치킨 튀김 커틀릿 중국 메인요리 닭안심(안심) 300g
쇠고기탕수,튀김 커틀릿,중국,메인요리,쇠고기(홍두깨살) 1근,쇠고기탕수 튀김 커틀릿 중국 메인요리 쇠고기(홍두깨살) 1근
오징어탕수,튀김 커틀릿,중국,메인요리,오징어 1마리 계란 1개 녹말 1컵 옥수수 3큰술,오징어탕수 튀김 커틀릿 중국 메인요리 오징어 1마리 계란 1개 녹말 1컵 옥수수 3큰술
왕새우칠리소스,튀김 커틀릿,중국,메인요리,새우(대하) 6마리,왕새우칠리소스 튀김 커틀릿 중국 메인요리 새우(대하) 6마리
콘소스탕수육,튀김 커틀릿,중국,메인요리,돼지고기(등심) 400g,콘소스탕수육 튀김 커틀릿 중국 메인요리 돼지고기(등심) 400g
탕수육,튀김 커틀릿,중국,메인요리,홍피망 1개 돼지고기(안심) 300g 녹말 1큰술,탕수육 튀김 커틀릿 중국 메인요리 홍피망 1개 돼지고기(안심) 300g 녹말 1큰술
파인애플탕수육,튀김 커틀릿,중국,메인요리,돼지고기 200g,파인애플탕수육 튀김 커틀릿 중국 메인요리 돼지고기 200g
김치채소볶음,밑반찬 김치,중국,반찬,배추김치 1/8포기 돼지고기(안심) 80g 죽순 50g 양송이버섯 2개,김치채소볶음 밑반찬 김치 중국 반찬 배추김치 1/8포기 돼지고기(안심) 80g 죽순 50g 양송이버섯 2개
기스면,만두 면류,중국,메인요리,닭다리 150g 물 10컵 소면 400g 중국부추 50g,기스면 만두 면류 중국 메인요리 닭다리 150g 물 10컵 소면 400g 중국부추 50g
꽃만두국(완당국),만두 면류,중국,메인요리,밀가루 2컵 쇠고기(우둔) 200g 배추 200g,꽃만두국(완당국) 만두 면류 중국 메인요리 밀가루 2컵 쇠고기(우둔) 200g 배추 200g
딤섬,만두 면류,중국,간식,돼지고기(또는 쇠고기 닭고기) 250g 새우 15마리,딤섬 만두 면류 중국 간식 돼지고기(또는 쇠고기 닭고기) 250g 새우 15마리
울만두,만두 면류,중국,간식,시판용 손만두 4개 칵테일새우 10마리 갑오징어새끼 2마리,울만두 만두 면류 중국 간식 시판용 손만두 4개 칵테일새우 10마리 갑오징어새끼 2마리
자장면,만두 면류,중국,메인요리,국수(생면) 400g 자장 2큰술,자장면 만두 면류 중국 메인요리 국수(생면) 400g 자장 2큰술
해물누룽지탕,찌개 전골 스튜,중국,메인요리,누룽지 8조각 오징어 1/2마리 새우 8마리,해물누룽지탕 찌개 전골 스튜 중국 메인요리 누룽지 8조각 오징어 1/2마리 새우 8마리
두반장해물볶음,볶음,중국,메인요리,불린해삼 2개 홍합 80g 칵테일새우 10마리 소라 3개 오징어 1마리 돼지고기 50g 고추기름 약간,두반장해물볶음 볶음 중국 메인요리 불린해삼 2개 홍합 80g 칵테일새우 10마리 소라 3개 오징어 1마리 돼지고기 50g 고추기름 약간
마파두부,볶음,중국,메인요리,두부 1모 다진돼지고기(안심) 50g 녹말 1큰술 물 1큰술,마파두부 볶음 중국 메인요리 두부 1모 다진돼지고기(안심) 50g 녹말 1큰술 물 1큰술
부추표고버섯볶음,볶음,중국,반찬,부추 1단 표고버섯 4장,부추표고버섯볶음 볶음 중국 반찬 부추 1단 표고버섯 4장
죽순표고버섯볶음나물,볶음,중국,반찬,죽순 2개 표고버섯 8장,죽순표고버섯볶음나물 볶음 중국 반찬 죽순 2개 표고버섯 8장
중국식연두부,볶음,중국,메인요리,연두부 400g,중국식연두부 볶음 중국 메인요리 연두부 400g
중국식오징어볶음,볶음,중국,메인요리,오징어 2마리,중국식오징어볶음 볶음 중국 메인요리 오징어 2마리
칠리새우,볶음,중국,반찬,대하 10마리 청피망 1/2개 홍피망 1/2개,칠리새우 볶음 중국 반찬 대하 10마리 청피망 1/2개 홍피망 1/2개
피망잡채,볶음,중국,반찬,피망 4개 쇠고기(잡채용) 200g 표고버섯 3장,피망잡채 볶음 중국 반찬 피망 4개 쇠고기(잡채용) 200g 표고버섯 3장
지중해식볶음밥,밥 죽 스프,동남아시아,메인요리,쌀 2컵 바지락 200g,지중해식볶음밥 밥 죽 스프 동남아시아 메인요리 쌀 2컵 바지락 200g
톰얌꿍,밥 죽 스프,동남아시아,메인요리,새우 5마리 타마린드 1/2큰술 피쉬소스 2큰술 칠리페이스트 1/2큰술 생라임즙 1과1/2큰술,톰얌꿍 밥 죽 스프 동남아시아 메인요리 새우 5마리 타마린드 1/2큰술 피쉬소스 2큰술 칠리페이스트 1/2큰술 생라임즙 1과1/2큰술
쌀전병냉채,나물 생채 샐러드,동남아시아,반찬,라이스페이퍼 10장 깻잎 10장 햄 100g 오이 1개 계란 2개 표고버섯 5장,쌀전병냉채 나물 생채 샐러드 동남아시아 반찬 라이스페이퍼 10장 깻잎 10장 햄 100g 오이 1개 계란 2개 표고버섯 5장
월남쌈,나물 생채 샐러드,동남아시아,메인요리,라이스페이퍼 8장 쌀국수 50g 오징어 1/2마리,월남쌈 나물 생채 샐러드 동남아시아 메인요리 라이스페이퍼 8장 쌀국수 50g 오징어 1/2마리
해물팟타이,만두 면류,동남아시아,메인요리,쌀국수 100g 오징어 1마리 새우 10마리 숙주 30g,해물팟타이 만두 면류 동남아시아 메인요리 쌀국수 100g 오징어 1마리 새우 10마리 숙주 30g
단호박주뻬따,밥 죽 스프,이탈리아,메인요리,[주뻬따] 단호박 50g 생크림 50g,단호박주뻬따 밥 죽 스프 이탈리아 메인요리 [주뻬따] 단호박 50g 생크림 50g
닭가슴살 샤프란 리조또,밥 죽 스프,이탈리아,메인요리,닭가슴살 50g 샤프론 리조또 100g,닭가슴살 샤프란 리조또 밥 죽 스프 이탈리아 메인요리 닭가슴살 50g 샤프론 리조또 100g
